,ID,Відправлення,Прибуття,Маса,Обєм,Відстань,Вартість,Спосіб,Безготівковий,ПДВ,Час,Транспорт
0,415087057,Чорноморськ (Іллічівськ),Новомосковськ,15.0,100.0,520.48,15000.0,0.0,0,0,1,Зерновоз
1,414586695,Короп,Кривий Ріг,22.0,86.0,525.27,13000.0,1.0,0,0,1,Тент
2,414613875,Кролевець,Кривий Ріг,22.0,86.0,532.79,13000.0,1.0,0,0,1,Тент
3,415087239,Кривий Ріг,Дніпро,97.0,86.0,146.01,6000.0,1.0,1,1,0,Тент
4,415087407,Хацьки,Красногірка,10.2,45.0,294.13,7500.0,1.0,1,1,0,Тент
5,415039045,Кременчук,Харків,2.5,40.0,251.61,3300.0,1.0,0,0,0,Крита
6,415087403,Кам’янське (Дніпродзержинськ),Кривий Ріг,22.0,86.0,127.07,5500.0,1.0,1,1,1,Тент
7,415087387,Власівка,Суми,21.0,86.0,300.56,9000.0,1.0,1,1,0,Тент
8,415087379,Черкаси,Хацьки,22.0,86.0,23.01,3500.0,1.0,1,1,0,Тент
9,415087577,Львів,Херсон,1.5,2.0,854.73,3000.0,1.0,0,0,1,Тент
10,415087587,Малин,Харків,3.5,7.0,576.27,4500.0,1.0,0,0,0,Тент
11,414974657,Пісочин,Луцьк,3.5,15.0,858.31,3000.0,1.0,0,0,1,Крита
12,414865883,Кременчук,Краматорськ,20.0,20.0,404.07,3000.0,0.0,0,0,0,Тент
13,414879335,Хацьки,Біла Церква,16.0,70.0,175.55,8000.0,1.0,0,0,1,Зерновоз
14,414718363,Одеса,Долинська,16.0,100.0,319.38,9600.0,1.0,0,0,1,Зерновоз
15,414718463,Біла Церква,Долинська,16.0,100.0,361.38,9600.0,1.0,0,0,1,Зерновоз
16,414718203,Тараща,Долинська,16.0,100.0,281.35,9600.0,1.0,0,0,1,Зерновоз
17,415088083,Дніпро,Івано-Франківськ,20.0,120.0,909.42,20000.0,1.0,0,0,1,Тент
18,415088067,Рівне,Херсон,1.2,11.0,761.02,2400.0,1.0,0,0,1,Крита
19,414865477,Зоря,Золотоноша,20.0,86.0,501.73,9500.0,1.0,1,1,0,Крита
20,414704409,Одеса,Житомир,22.0,86.0,501.84,9000.0,1.0,1,1,0,Крита
21,414881759,Одеса,Житомир,22.0,86.0,501.84,9000.0,1.0,1,1,0,Крита
22,414704267,Узин,Харків,22.0,86.0,491.61,12000.0,1.0,1,1,0,Крита
23,415089057,Харків,Київ,0.3,39.0,470.93,4000.0,1.0,1,0,0,Тент
24,415009899,Запоріжжя,Бахмут (Артемівськ),3.5,30.0,270.56,4500.0,1.0,0,0,1,Цільномет
25,404721981,Тарашани,Львів,21.5,86.0,286.0,6300.0,1.0,0,0,1,Тент
26,398363300,Чернівці,Київ,22.0,86.0,507.35,9500.0,1.0,0,0,1,Тент
27,403133133,Хмельницький,Луцьк,22.0,86.0,243.55,4800.0,1.0,0,0,1,Тент
28,415089871,Київ,Чутове,0.5,4.0,386.48,3500.0,1.0,1,0,0,Тент
29,412733113,Харків,Київ,10.0,86.0,470.93,6000.0,1.0,0,0,0,Тент
30,414727447,Чернігів,Чернівці,36.0,36.0,647.55,7000.0,1.0,0,0,1,Крита
31,412718371,Маріуполь,Харків,22.0,86.0,402.1,9500.0,0.0,0,0,1,Тент
32,414647691,Маріуполь,Первомайськ,22.0,86.0,653.28,12000.0,0.0,0,0,1,Тент
33,415090245,Харків,Торецьк,2.4,2.0,244.98,2800.0,1.0,0,0,0,Тент
34,415090247,Обухів,Умань,22.0,39.0,186.95,4500.0,1.0,0,0,1,Тент
35,415090239,Одеса,Калинівка,4.3,26.0,499.66,4000.0,1.0,0,0,1,Тент
36,415090219,Київ,Харків,86.0,86.0,471.76,9000.0,0.0,0,0,0,Тент
37,413406115,Сміла,Перечин,22.0,18.0,868.5,17000.0,0.0,0,0,1,Тент
38,415032411,Смига,Львів,22.0,25.0,164.11,4000.0,1.0,0,0,1,Тент
39,415091061,Чабани,Винники,1.2,13.0,639.27,2000.0,1.0,0,0,1,Тент
40,415008429,Київ,Оріхів,20.0,86.0,576.56,12000.0,1.0,1,0,0,Тент
41,414822251,Чернігів,Олександрія,20.0,100.0,450.78,1600.0,1.0,0,0,1,Самоскид
42,414820857,Борзна,Олександрія,20.0,90.0,362.93,1400.0,1.0,0,0,1,Зерновоз
43,413822597,Чернігів,Олександрія,20.0,100.0,450.78,1600.0,1.0,0,0,1,Самоскид
44,414543371,Бобровиця,Біла Церква,15.0,80.0,188.34,9000.0,1.0,0,0,1,Самоскид
45,414788163,Драбів,Біла Церква,30.0,40.0,176.69,6000.0,1.0,0,0,1,Зерновоз
46,414975573,Звенигородка,Фурси,15.0,50.0,126.86,6000.0,1.0,0,0,1,Зерновоз
47,414173511,Жашків,Біла Церква,20.0,90.0,67.78,6000.0,1.0,0,0,1,Самоскид
48,413770849,Кам'янець-Подільський,Козова,15.0,90.0,187.18,7500.0,1.0,0,0,1,Самоскид
49,414648615,Ямпіль,Біла Церква,40.0,50.0,300.78,8000.0,1.0,0,0,1,Зерновоз
50,414968233,Каховка,Олександрія,20.0,55.0,268.24,1000.0,1.0,0,0,1,Самоскид
51,414115923,Скадовськ,Узин,20.0,90.0,575.45,14000.0,1.0,0,0,1,Зерновоз
52,414202205,Гола Пристань,Узин,20.0,90.0,518.42,12000.0,1.0,0,0,1,Зерновоз
53,414928613,Хмельницький,Чернівці,21.0,86.0,183.55,4500.0,1.0,1,1,0,Крита
54,414928909,Хмельницький,Тернопіль,21.0,86.0,111.73,4000.0,1.0,1,1,0,Крита
55,414928323,Хмельницький,Муроване,21.0,86.0,368.73,8000.0,1.0,1,1,0,Крита
56,415091693,Усатове,Колки,24.0,86.0,1548.98,28000.0,1.0,0,0,0,Тент
57,415035207,Одеса,Тернопіль,22.5,85.0,654.83,12000.0,0.0,0,0,0,Тент
58,415091663,Київ,Каховка,5.5,8.0,640.32,3700.0,1.0,0,0,1,Тент
59,415091867,Київ,Біла Церква,20.0,86.0,86.26,2800.0,0.0,0,0,1,Крита
60,415037601,Рокитне,Шепетівка,1.8,6.0,182.2,2000.0,1.0,0,0,1,Крита
61,414826869,Вишневе,Жидачів,8.5,25.0,621.56,7500.0,1.0,0,0,0,Крита
62,415091835,Суми,Львів,20.0,86.0,870.72,14000.0,1.0,0,0,1,Тент
63,399199400,Київ,Кременчук,22.7,86.0,289.47,6800.0,1.0,1,1,0,Тент
64,415092637,Ромни,Куп'янськ,4.5,16.0,505.03,5000.0,1.0,1,0,0,Тент
65,415092625,Житомир,Харків,0.5,2.5,610.33,2000.0,1.0,0,0,1,Тент
66,415092629,Житомир,Миронівка,22.0,86.0,259.54,6700.0,1.0,0,0,0,Тент
67,414951061,Черкаси,Харків,17.0,86.0,367.62,9000.0,1.0,0,0,1,Тент
68,415036443,Київ,Харків,18.0,86.0,471.76,10000.0,1.0,0,0,1,Тент
69,415093053,Снятин,Івано-Франківськ,15.0,86.0,99.45,2500.0,1.0,0,0,1,Крита
70,415093043,Харків,Чортків,0.3,5.0,918.78,2300.0,1.0,0,0,1,Тент
71,414884251,Коростишів,Дніпро,22.0,22.0,580.35,8500.0,1.0,0,0,1,Тент
72,414943939,Кегичівка,Шаргород,10.0,30.0,790.63,8000.0,0.0,0,0,0,Крита
73,415093029,Пирятин,Київ,15.0,3.0,155.31,500.0,0.0,0,0,1,Тент
74,415093175,Суми,Полтава,1.6,15.0,177.03,1000.0,1.0,0,0,0,Тент
75,415093167,Кривий Ріг,Львів,21.7,86.0,798.62,18200.0,1.0,1,1,0,Тент
76,415093597,Кривий Ріг,Хмельницький,22.0,86.0,558.36,11000.0,0.0,0,0,1,Тент
77,415093931,Корюківка,Київ,10.0,45.0,224.16,5000.0,0.0,0,0,1,Тент
78,408413949,Київ,Суми,22.9,86.0,332.26,8200.0,1.0,1,1,0,Тент
79,415093907,Черкаси,Козельщина,25.0,50.0,168.19,6000.0,0.0,0,0,1,Зерновоз
80,415094141,Тернопіль,Львів,97.0,86.0,128.71,4000.0,1.0,1,1,0,Тент
81,415094127,Сторожинець,Івано-Франкове,18.0,18.0,297.72,5000.0,1.0,0,0,0,Тент
82,415094271,Красний Лиман,Маріуполь,21.6,36.0,250.03,8000.0,1.0,0,0,1,Тент
83,415094511,Харків,Біла Церква,2.6,10.0,546.92,2500.0,1.0,0,0,1,Тент
84,415094487,Київ,Софіївська Борщагівка,1.5,6.0,16.12,500.0,1.0,0,0,0,Бортова/Відкрита
85,414809283,Партизанське,Велика Новосілка,20.0,86.0,219.39,8000.0,0.0,0,0,0,Крита
86,414720783,Харків,Шаргород,12.0,0.2,810.34,500.0,1.0,0,0,1,Крита
87,415094881,Олика,Збараж,16.0,15.0,143.4,4000.0,1.0,0,0,1,Тент
88,414666651,Херсон,Деражня,22.0,86.0,582.04,13200.0,1.0,0,0,1,Тент
89,414616243,Херсон,Хмельницький,22.0,86.0,614.23,13200.0,1.0,0,0,1,Тент
90,415094993,Дніпро,Івано-Франківськ,10.0,120.0,909.42,20000.0,1.0,0,0,1,Тент
91,415097743,Рівне,Львів,20.0,86.0,210.86,2800.0,1.0,0,0,0,Крита
92,415097733,Харків,Біла Церква,2.6,10.0,546.92,2500.0,1.0,0,0,1,Крита
93,415097731,Овруч,Перечин,20.0,20.0,662.28,14000.0,1.0,0,0,1,Тент
94,409622163,Київ,Олександрія,22.6,86.0,323.2,8100.0,1.0,1,1,0,Тент
95,413414457,Полтава,Дергачі,15.0,60.0,148.89,5700.0,1.0,0,0,1,Самоскид
96,414670735,Херсон,Київ,22.0,35.0,546.21,11000.0,1.0,0,0,1,Тент
97,415098691,Одеса,Крутоярка,80.0,80.0,192.58,3500.0,1.0,0,0,0,Бортова/Відкрита
98,414800947,Біла Церква,Світловодськ,5.0,1.0,281.74,1200.0,1.0,0,0,1,Крита
99,415098677,Підгірці,Козин,1.5,15.0,36.35,1200.0,0.0,0,0,1,Тент
100,415063707,Київ,Вінниця,20.0,80.0,266.99,5500.0,1.0,0,0,1,Тент
101,415057573,Біла Церква,Кременчук,2.5,40.0,305.17,6000.0,1.0,0,0,1,Крита
102,414924453,Київ,Миколаїв,0.9,4.5,479.86,1200.0,1.0,0,0,1,Крита
103,402364961,Київ,Хуст,22.7,86.0,771.28,16000.0,1.0,1,1,0,Тент
104,415099287,Дніпро,Київ,10.0,8.0,472.34,5000.0,1.0,0,0,1,Тент
105,414890029,Старі Петрівці,Горішні Плавні (Комсомольськ),1.2,13.0,333.78,1500.0,1.0,0,0,0,Крита
106,415100003,Миколаїв,Кривий Ріг,22.0,55.0,188.25,8800.0,1.0,0,0,1,Ломовоз/Металовоз
107,415043145,Закупне,Лубни,22.0,40.0,590.03,10000.0,1.0,0,0,0,Тент
108,415064779,Умань,Дніпро,19.0,96.0,414.0,9000.0,1.0,0,0,0,Тент
109,415100651,Одеса,Львів,22.0,86.0,783.44,13000.0,1.0,1,1,0,Крита
110,415100647,Житомир,Гребінка,17.0,60.0,293.18,6000.0,0.0,0,0,0,Тент
111,414992683,Херсон,Кілія,10.5,86.0,399.21,13000.0,1.0,1,1,0,Тент
112,413822947,Балаклія,Кривий Ріг,50.0,50.0,407.4,3300.0,1.0,0,0,1,Тент
113,415100833,Бровари,Борова,20.5,86.0,489.4,15000.0,1.0,1,1,0,Тент
114,415101641,Одеса,Стрий,22.0,86.0,809.9,14000.0,1.0,1,1,0,Крита
115,414797391,Васильків,Посад-Покровське,4.8,25.0,474.81,5000.0,1.0,1,0,0,Цільномет
116,415101607,Овруч,Перечин,20.0,20.0,662.28,14000.0,1.0,0,0,0,Тент
117,412248367,Київ,Арциз,23.0,86.0,595.56,13500.0,1.0,1,1,0,Тент
118,415101969,Дніпро,Єланець,20.0,86.0,272.12,8000.0,1.0,0,0,1,Тент
119,415101935,Харків,Вознесенськ,0.6,4.0,529.4,1500.0,0.0,0,0,0,Крита
120,414986007,Настасів,Хмельницький,20.0,86.0,131.15,5000.0,1.0,1,0,0,Тент
121,414824023,Черкаси,Полтава,17.0,86.0,230.24,7000.0,1.0,0,0,1,Тент
122,414824001,Херсон,Черкаси,45.0,45.0,379.6,5500.0,1.0,0,0,0,Тент
123,415031665,Суми,Чернігів,20.0,86.0,306.05,7000.0,1.0,0,0,1,Тент
124,414608043,Суми,Харків,10.0,90.0,187.73,5000.0,1.0,0,0,1,Крита
125,415102495,Дніпро,Кривий Ріг,20.3,86.0,145.27,5000.0,1.0,1,1,0,Тент
126,415102639,Ромни,Куп'янськ,4.5,16.3,505.03,6500.0,1.0,1,1,0,Тент
127,415102633,Степанівка,Вишневе,20.0,86.0,414.91,9000.0,0.0,0,1,0,Тент
128,415102621,Київ,Одеса,25.0,0.39,475.03,600.0,1.0,0,0,1,Цільномет
129,406111585,Запоріжжя,Краматорськ,21.6,86.0,286.59,8500.0,1.0,1,1,0,Тент
130,415102761,Городня,Абрамівка,15.0,15.0,249.12,7500.0,1.0,0,0,1,Маніпулятор
131,415102893,Закупне,Лубни,22.0,40.0,590.03,10000.0,1.0,0,0,1,Тент
132,415102875,Огіївка,Харків,86.0,120.0,159.08,2500.0,1.0,0,0,1,Тент
133,415103157,Харків,Миколаївка,1.5,1.5,398.2,1100.0,1.0,0,0,1,Тент
134,414972087,Запоріжжя,Маріуполь,1.5,6.0,223.11,2000.0,1.0,0,0,0,Крита
135,414824905,Дніпро,Маріуполь,1.5,14.0,306.39,2500.0,1.0,0,0,0,Крита
136,415103135,Одеса,Біла Церква,0.2,0.2,392.5,500.0,1.0,0,0,1,Тент
137,415103269,Харків,Миколаївка,1.5,1.5,398.2,1100.0,1.0,0,0,1,Тент
138,409759113,Запоріжжя,Лозова,22.0,86.0,175.09,6000.0,1.0,1,1,0,Тент
139,415103785,Хмельницький,Київ,22.0,86.0,325.14,7000.0,1.0,1,1,0,Крита
140,414550039,Біла Церква,Южноукраїнськ,0.2,2.0,277.67,300.0,1.0,0,0,1,Тент
141,415103949,Москалі,Жашків,20.0,90.0,314.77,10000.0,1.0,0,0,0,Лісовоз
142,415017215,Золотоноша,Черкаси,12.0,86.0,37.83,2000.0,1.0,1,1,0,Крита
143,414858931,Черкаси,Полтава,11.0,86.0,230.24,9500.0,1.0,1,1,0,Тент
144,414166649,Черкаси,Кременчук,11.0,86.0,130.15,7000.0,1.0,1,1,0,Тент
145,415003887,Золотоноша,Вінниця,12.0,86.0,765.07,18000.0,1.0,1,1,0,Крита
146,414990989,Черкаси,Київ,11.0,86.0,187.34,7500.0,1.0,1,1,0,Тент
147,415060453,Черкаси,Запоріжжя,11.0,86.0,343.71,9500.0,1.0,1,1,0,Тент
148,414859131,Черкаси,Маріуполь,11.0,86.0,566.89,14500.0,1.0,1,1,0,Тент
149,361444434,Херсон,Дніпро,22.5,86.0,346.44,7500.0,0.0,0,0,1,Тент
150,400128706,Херсон,Тульчин,22.5,85.0,432.18,9000.0,1.0,0,0,1,Тент
151,415061185,Сарни,Карпилівка,18.0,86.0,286.8,7000.0,1.0,0,0,1,Тент
152,415104595,Харків,Дніпро,1.7,3.5,221.83,1200.0,1.0,0,0,1,Тент
153,415104765,Олександрія,Аули,13.0,70.0,134.91,6000.0,0.0,0,0,0,Тент
154,415104753,Олешки (Цюрупинськ),Маріуполь,21.0,36.0,407.64,8500.0,1.0,0,0,1,Тент
155,415105043,Рівне,Хмельницький,2.4,2.6,192.27,1000.0,1.0,0,0,1,Тент
156,415067391,Кам'янець-Подільський,Зазим'я,20.0,80.0,442.37,9500.0,0.0,0,0,0,Тент
157,414885821,Одеса,Луцьк,0.4,5.0,762.41,1100.0,1.0,0,0,1,Крита
158,415105479,Львів,Велика Димерка,1.1,3.0,576.5,1000.0,1.0,0,0,0,Тент
159,415105463,Суми,Полтава,1.6,15.0,177.03,1000.0,1.0,0,0,0,Тент
160,294043526,Нова Каховка,Львів,22.0,86.0,922.81,16000.0,1.0,0,0,1,Крита
161,415105657,Хмельницький,Київ,20.0,25.0,325.14,8000.0,1.0,0,0,1,Відкрита
162,415106005,Львів,Вінниця,60.0,60.0,360.16,5000.0,1.0,0,0,1,Тент
163,415033603,Запоріжжя,Краматорськ,22.0,86.0,286.59,6700.0,0.0,0,0,1,Крита
164,301388556,Ямниця,Львів,21.6,86.0,124.9,3200.0,1.0,0,0,1,Тент
165,415106191,Олександрія,Аули,13.0,70.0,134.91,6000.0,0.0,0,0,0,Тент
166,415106775,Синельникове,Харків,90.0,90.0,241.25,5000.0,0.0,0,0,1,Крита
167,415106897,Львів,Тернопіль,16.0,86.0,129.13,3800.0,0.0,0,0,1,Тент
168,415107085,Горішні Плавні (Комсомольськ),Харків,25.0,20.0,245.81,7500.0,1.0,0,0,1,Самоскид
169,415107079,Київ,Вінниця,24.0,4.0,266.99,800.0,0.0,0,0,1,Тент
170,415107365,Харків,Одеса,1.2,2.0,0.0,4200.0,1.0,0,0,1,Тент
171,415107343,Бережниця,Фастів,30.0,30.0,338.78,4000.0,1.0,0,0,1,Тент
172,415107353,Одеса,Миколаїв,1.5,36.0,133.88,1300.0,1.0,0,0,1,Тент
173,415107363,Біла Криниця,Харків,3.5,7.0,564.8,4500.0,1.0,0,0,0,Тент
174,415107713,Болехів,Тернопіль,12.0,0.3,178.09,700.0,1.0,0,0,1,Тент
175,415107715,Дніпро,Запоріжжя,96.0,86.0,83.21,3500.0,1.0,1,1,0,Тент
176,412954737,Таврійськ,Миколаїв,22.0,86.0,153.56,4000.0,1.0,0,0,1,Крита
177,415011751,Бережани,Арциз,22.0,86.0,653.72,17000.0,1.0,0,0,1,Крита
178,412148465,Кам’янське (Дніпродзержинськ),Миколаїв,22.0,86.0,315.28,8300.0,1.0,0,0,1,Крита
179,415108297,Степанівка,Мончин,22.0,86.0,526.02,10000.0,0.0,0,0,0,Тент
180,415108421,Рокитне,Київ,21.0,40.0,266.0,6900.0,1.0,0,0,1,Тент
181,415108429,Єлизаветівка,Блиставиця,25.0,20.0,587.03,9000.0,1.0,0,0,1,Самоскид
182,415108647,Одеса,Крутоярка,80.0,80.0,192.58,3500.0,1.0,0,0,0,Бортова/Відкрита
183,414833075,Наливайківка,Одеса,22.0,50.0,489.6,6000.0,1.0,0,0,1,Контейнер
184,415108961,Баришівка,Устимівка,16.0,86.0,237.49,6000.0,0.0,0,0,1,Тент
185,415109159,Тернопіль,Ужгород,1.5,35.0,351.04,3000.0,1.0,0,0,0,Тент
186,415109155,Тернопіль,Миколаїв,1.8,40.0,658.32,3800.0,1.0,0,0,0,Тент
187,415109141,Васильків,Арциз,15.0,15.0,558.54,2500.0,1.0,0,0,1,Тент
188,415109401,Почаїв,Харків,1.5,4.0,903.63,2500.0,1.0,0,0,1,Тент
189,415109721,Дніпро,Таврійськ,1.5,1.0,273.47,4500.0,1.0,0,0,1,Тент
190,415109937,Харків,Тернопіль,1.2,21.0,0.0,4500.0,1.0,0,0,1,Тент
191,415109925,Полтава,Олександрія,12.0,12.0,0.0,1500.0,0.0,0,0,0,Тент
192,415109935,Біла Церква,Лубни,12.0,12.0,273.25,2000.0,1.0,0,0,1,Тент
193,414825049,Вінниця,Борщів,20.0,40.0,239.39,5800.0,1.0,0,0,1,Цільномет
194,414931185,Васищеве,Запоріжжя,0.6,20.0,307.81,2500.0,1.0,0,0,1,Крита
195,415109893,Львів,Велика Димерка,1.1,3.0,576.5,1000.0,1.0,0,0,0,Тент
196,414662527,Варва,Біла Церква,25.0,75.0,268.99,1200.0,1.0,0,0,1,Самоскид
197,414663339,Яготин,Біла Церква,45.0,70.0,182.7,2800.0,1.0,0,0,1,Самоскид
198,413394321,Городенка,Узин,27.0,90.0,480.37,1500.0,1.0,0,0,1,Зерновоз
199,414584223,Житомир,Біла Церква,45.0,90.0,138.0,22500.0,1.0,1,0,1,Самоскид
200,415151821,Одеса,Калинівка,4.3,26.0,499.66,4000.0,1.0,0,0,1,Тент
201,415151815,Дніпро,Бердичів,21.0,86.0,650.09,12500.0,1.0,1,1,0,Тент
202,415120787,Москалі,Жашків,32.4,90.0,314.77,10000.0,1.0,0,0,0,Тент
203,414724431,Суми,Дніпро,16.0,86.0,350.19,7000.0,0.0,0,0,0,Тент
204,414883993,Золочів,Гайворонка,22.0,86.0,91.11,4500.0,0.0,0,0,0,Тент
205,414684147,Суми,Харків,22.0,86.0,187.73,5200.0,1.0,1,1,0,Тент
206,414684149,Суми,Харків,22.0,86.0,187.73,5200.0,1.0,1,1,0,Тент
207,414589391,Черкаси,Козельщина,25.0,50.0,168.19,6000.0,0.0,0,0,1,Зерновоз
208,415152365,Київ,Одеса,15.0,82.0,475.03,7000.0,1.0,0,0,1,Тент
209,415152351,Хмельницький,Фастів,10.0,120.0,316.64,4500.0,1.0,0,0,0,Тент
210,415152341,Коцюбинське,Львів,8.0,1.28,531.61,1500.0,1.0,0,0,0,Крита
211,415091365,Одеса,Хмельницький,15.0,86.0,543.17,11000.0,1.0,0,0,0,Крита
212,415081435,Одеса,Тернопіль,22.5,70.0,654.83,12000.0,0.0,0,0,0,Тент
213,415096129,Одеса,Івано-Франківськ,86.0,86.0,620.41,15000.0,1.0,0,0,1,Крита
214,414950973,Дніпро,Циблі,0.5,1.0,349.7,1000.0,0.0,0,0,1,Крита
215,415152915,Бережниця,Хмільник,30.0,30.0,322.85,4500.0,1.0,0,0,1,Тент
216,415153065,Бровари,Запоріжжя,4.7,20.0,504.82,5000.0,1.0,0,0,1,Крита
217,415013673,Черкаси,Одеса,35.0,35.0,447.24,3250.0,0.0,0,0,1,Крита
218,392893042,Заболотів,Хмельницький,22.0,86.0,212.41,3700.0,1.0,0,0,0,Тент
219,415153365,Васильків,Харків,22.0,64.0,499.22,9500.0,1.0,0,0,1,Крита
220,415153345,Одеса,Одеса,10.0,10.0,0.0,1500.0,0.0,0,0,0,Крита
221,415153469,Старокостянтинів,Хмельницький,22.0,86.0,46.41,4000.0,1.0,1,0,0,Тент
222,414631941,Кам'янець-Подільський,Степне,22.0,84.0,986.92,26000.0,1.0,1,1,1,Тент
223,412160949,Кам'янець-Подільський,Умань,22.0,84.0,326.74,8500.0,1.0,0,0,0,Тент
224,412160775,Гуменці,Умань,22.0,84.0,321.59,8500.0,1.0,0,0,0,Тент
225,413516409,Нова Каховка,Одеса,22.0,84.0,269.87,7500.0,1.0,0,0,0,Тент
226,415153917,Дніпро,Запоріжжя,10.0,45.0,83.21,4000.0,1.0,1,0,0,Крита
227,415154059,Київ,Львів,10.0,94.0,538.62,7500.0,1.0,1,0,0,Тент
228,399849202,Нова Каховка,Миколаїв,22.0,86.0,137.8,3800.0,1.0,0,0,1,Тент
229,415039371,Чернівці,Харків,21.0,86.0,977.11,17000.0,1.0,0,0,1,Крита
230,414592215,Прилуки,Київ,22.0,86.0,149.54,4200.0,0.0,0,0,1,Тент
231,415155773,Краматорськ,Житомир,22.0,85.0,782.84,12000.0,1.0,0,0,1,Тент
232,415156045,Городня,Вінниця,20.0,86.0,461.36,9000.0,1.0,0,0,0,Тент
233,414988189,Чернігів,Київ,10.0,90.0,140.96,4300.0,0.0,0,0,1,Тент
234,415065065,Кропивницький (Кіровоград),Черкаси,2.5,90.0,129.0,3400.0,0.0,0,0,1,Тент
235,408787545,Кропивницький (Кіровоград),Черкаси,2.5,90.0,129.0,3400.0,0.0,0,0,1,Тент
236,405458831,Київ,Рівне,2.1,9.5,327.9,2000.0,1.0,0,0,1,Крита
237,415156359,Львів,Хмельницький,11.0,86.0,329.94,6000.0,1.0,1,1,0,Крита
238,415156345,Васильків,Арциз,15.0,15.0,558.54,2500.0,1.0,0,0,1,Тент
239,415097041,Жмеринка,Перечин,20.0,20.0,545.45,11000.0,1.0,0,0,1,Тент
240,415156501,Київ,Харків,0.5,4.0,471.76,1000.0,1.0,0,0,1,Тент
241,415070899,Озеряни,Погреби,25.0,45.0,347.7,9000.0,1.0,0,0,1,Зерновоз
242,415071127,Озеряни,Нежиловичі,15.0,25.0,278.67,8000.0,1.0,0,0,1,Зерновоз
243,415073019,Озеряни,Київ,24.0,45.0,207.34,8500.0,1.0,0,0,1,Зерновоз
244,415156495,Київ,Харків,0.5,4.0,471.76,1000.0,1.0,0,0,1,Тент
245,415079879,Сутиски,Ужгород,91.0,91.0,606.39,15000.0,1.0,1,0,1,Тент
246,415157435,Харків,Київ,0.4,2.0,470.93,600.0,1.0,0,0,0,Крита
247,415077915,Київ,Харків,20.0,86.0,471.76,11000.0,1.0,1,1,0,Тент
248,414929767,Дніпро,Харків,21.0,86.0,221.86,7000.0,0.0,0,0,0,Тент
249,415157801,Київ,Монастирище,9.7,2.0,192.91,5000.0,0.0,0,0,1,Бортова/Відкрита
250,415157789,Бровари,Одеса,0.6,1.0,494.35,1000.0,1.0,0,0,1,Тент
251,413783883,Великий Самбір,Михайлівка-Рубежівка,25.0,60.0,275.58,980.0,1.0,0,0,1,Самоскид
252,413783899,Великий Самбір,Михайлівка-Рубежівка,25.0,60.0,275.58,980.0,1.0,0,0,1,Зерновоз
253,408803629,Київ,Благовіщенське (Ульяновка),22.6,86.0,258.02,6800.0,1.0,1,1,0,Тент
254,415158045,Шостка,Кривий Ріг,86.0,86.0,572.28,7000.0,0.0,0,0,0,Тент
255,415158177,Ватутіне,Семиполки,1.2,12.0,249.09,2500.0,1.0,0,0,1,Тент
256,415158151,Запоріжжя,Первомайськ,1.5,20.0,426.46,5000.0,1.0,0,0,1,Крита
257,415055797,Черкаси,Вознесенськ,20.0,20.0,273.09,4500.0,1.0,0,0,1,Тент
258,415055897,Черкаси,Вознесенськ,25.0,25.0,273.09,4500.0,1.0,0,0,1,Тент
259,415100499,Харків,Канів,0.6,1.0,403.64,2500.0,1.0,1,0,0,Крита
260,413015267,Кархівка,Кропивницький (Кіровоград),22.0,82.0,449.12,11000.0,1.0,0,0,1,Тент
261,415093629,Костопіль,Дніпро,20.0,86.0,829.47,12500.0,0.0,0,0,1,Тент
262,414819003,Чорноморськ (Іллічівськ),Таврійськ,10.0,100.0,315.18,5000.0,0.0,0,0,1,Зерновоз
263,415158629,Київ,Маріуполь,21.4,86.0,0.0,15800.0,1.0,1,1,0,Тент
264,415158767,Харків,Дніпро,1.5,18.0,221.83,2000.0,1.0,0,0,1,Крита
265,414533521,Заставна,Львів,22.5,86.0,233.83,5800.0,0.0,0,0,1,Тент
266,401613929,Київ,Хуст,22.9,86.0,771.28,16600.0,1.0,1,1,0,Тент
267,414620731,Сміла,Куп'янськ,22.0,86.0,516.1,14000.0,1.0,0,0,1,Крита
268,414748629,Селище,Куп'янськ,22.0,86.0,564.51,14000.0,1.0,0,0,1,Крита
269,414622129,Сміла,Харків,22.0,86.0,399.74,11000.0,1.0,0,0,1,Крита
270,414748335,Селище,Харків,22.0,86.0,448.15,12000.0,1.0,0,0,1,Крита
271,414752289,Хоростків,Харків,22.0,86.0,913.63,17000.0,1.0,0,0,1,Крита
272,414896383,Тростянець,Львів,30.0,30.0,213.21,5000.0,1.0,1,0,0,Тент
273,415159127,Сміла,Дніпро,86.0,86.0,294.28,5000.0,0.0,0,0,0,Крита
274,415060393,Городня,Абрамівка,15.0,15.0,249.12,7500.0,1.0,0,0,0,Відкрита
275,414205165,Херсон,Скадовськ,22.0,86.0,98.58,3000.0,1.0,0,0,1,Тент
276,414205221,Херсон,Скадовськ,22.0,82.0,98.58,3000.0,1.0,0,0,1,Тент
277,414647747,Херсон,Каховка,22.0,86.0,92.86,3200.0,1.0,0,0,1,Тент
278,414867625,Херсон,Щасливцеве,22.0,83.0,222.48,5600.0,1.0,0,0,1,Тент
279,414205277,Херсон,Скадовськ,22.0,85.0,98.58,3000.0,1.0,0,0,1,Тент
280,415159669,Бровари,Покровськ (Красноармійськ),21.6,84.0,651.56,17000.0,1.0,1,0,0,Тент
281,415159647,Сміла,Дніпро,86.0,86.0,294.28,5000.0,0.0,0,0,1,Крита
